chunk_id	volume	section	anchor_label	class	subclass	raw_text	normalized_target	confidence	resolution	ibid_resolved	antecedent
bon-brev-p5-c9	5	apparatus:p262-5	p262-5	scripture	apparatus-explicit	Matth. 19, 21	Matth 19:21	A	verse		
bon-brev-p5-c9	5	apparatus:p262-6	p262-6	crossref	logical	III. Sent. d. 37. a. 1. q. 1.	bon-sent-III-d37-a1-q1		chunk		
bon-brev-p5-c9	5	apparatus:p262-7	p262-7	scripture	apparatus-explicit	Rom. 8, 15	Rom 8:15	A	verse		
bon-brev-p5-c9	5	apparatus:p262-7	p262-7	scripture	apparatus-explicit	Gal. 4, 24	Gal 4:24	A	verse		
bon-brev-p5-c9	5	apparatus:p263-1	p263-1	scripture	apparatus-explicit	II. Cor. 3, 6	2Cor 3:6	A	verse		
bon-brev-p5-c9	5	apparatus:p263-1	p263-1	scripture	apparatus-explicit	Matth. 11, 30	Matth 11:30	A	verse		
bon-brev-p5-c9	5	apparatus:p263-1	p263-1	scripture	apparatus-explicit	Act. 15, 10	Act 15:10	A	verse		
bon-brev-p5-c9	5	apparatus:p263-1	p263-1	crossref	logical	III. Sent. d. 40. q. 1	bon-sent-III-d40-a1-q1		chunk		
bon-brev-p5-c9	5	apparatus:p263-2	p263-2	crossref	page	tom. III. pag. 728, nota 1	bon-sent-III-d33-dubia		chunk		
bon-brev-p5-c9	5	apparatus:p263-4	p263-4	scripture	apparatus-explicit	Exod. 20, 12	Exod 20:12	A	verse		
bon-brev-p5-c9	5	apparatus:p263-4	p263-4	scripture	apparatus-explicit	Deut. 5, 18	Deut 5:18	A	verse		
bon-brev-p5-c9	5	apparatus:p263-4	p263-4	crossref	logical	III. Sent. d. 37. a. 2. q. 1.	bon-sent-III-d37-a2-q1		chunk		
bon-brev-p5-c9	5	apparatus:p263-5	p263-5	scripture	apparatus-explicit	I. Ioan. 2, 16	1Ioan 2:16	A	verse		
bon-brev-p5-c9	5	apparatus:p263-6	p263-6	crossref	page	supra pag. 186, nota 1	tom5:p186		forward		
bon-brev-p6-c1	5	apparatus:p265-1	p265-1	crossref	page	tom. III. pag. 895, nota 5	bon-sent-III-d40-dubia		chunk		
bon-brev-p6-c1	5	apparatus:p265-1	p265-1	crossref	anaphor->page	ibid.	bon-sent-III-d40-dubia		chunk	yes	tom. III. pag. 895, nota 5
bon-brev-p6-c1	5	apparatus:p265-1	p265-1	crossref	logical	IV. Sent. d. 1. p. I.	IV:d1		distinctio		
bon-brev-p6-c1	5	apparatus:p265-6	p265-6	authority	authority:Magister	IV. Sent. d. 1.			excluded		
bon-brev-p6-c10	5	apparatus:p275-6	p275-6	crossref	logical	IV. Sent. d. 14	IV:d14		distinctio		
bon-brev-p6-c10	5	apparatus:p276-3	p276-3	crossref	logical	IV. Sent. d. 14. p. 1. dub. 4	bon-sent-IV-d14-p1-dubia		chunk		
bon-brev-p6-c10	5	apparatus:p276-5	p276-5	crossref	page	tom. IV. pag. 486, nota 5	bon-sent-IV-d18-p2-a1-q1+bon-sent-IV-d18-p2-a1-q2		page-multi		
bon-brev-p6-c11	5	apparatus:p276-6	p276-6	crossref	logical	IV. Sent. d. 23.	IV:d23		distinctio		
bon-brev-p6-c11	5	apparatus:p277-1	p277-1	scripture	apparatus-explicit	I. Tim. 2, 5	1Tim 2:5	A	verse		
bon-brev-p6-c11	5	apparatus:p277-1	p277-1	scripture	apparatus-explicit	Matth. 1, 21	Matth 1:21	A	verse		
bon-brev-p6-c11	5	apparatus:p277-1	p277-1	scripture	apparatus-explicit	Hebr. 1, 9	Hebr 1:9	A	verse		
bon-brev-p6-c11	5	apparatus:p277-4	p277-4	crossref	page	supra pag. 273, nota 4	bon-brev-p6-c8+bon-brev-p6-c9		page-multi		
bon-brev-p6-c12	5	apparatus:p277-7	p277-7	crossref	logical	IV. Sent. d. 24.	IV:d24		distinctio		
bon-brev-p6-c12	5	apparatus:p278-1	p278-1	scripture	apparatus-explicit	Psalm. 15, 5	Ps 15:5	A	verse		
bon-brev-p6-c12	5	apparatus:p278-1	p278-1	crossref	page	tom. IV. pag. 631, nota 1	bon-sent-IV-d24-p2-a2-q1+bon-sent-IV-d24-p2-a2-q2		page-multi		
bon-brev-p6-c12	5	apparatus:p278-2	p278-2	scripture	apparatus-explicit	III. Reg. 10, 18	3Reg 10:18	A	verse		
bon-brev-p6-c12	5	apparatus:p278-2	p278-2	crossref	logical	I. Sent. d. 2. q. 4.	bon-sent-I-d2-a1-q4		chunk		
bon-brev-p6-c12	5	apparatus:p278-3	p278-3	crossref	page	supra pag. 225, nota 6	bon-brev-p2-c7+bon-brev-p2-c8		page-multi		
bon-brev-p6-c12	5	apparatus:p278-3	p278-3	crossref	page	pag. 195, nota 7	tom5:p195		forward		
bon-brev-p6-c12	5	apparatus:p279-1	p279-1	crossref	page	tom. IV. pag. 643, nota 1	bon-sent-IV-d25-a1-q1		chunk		
bon-brev-p6-c13	5	apparatus:p279-2	p279-2	crossref	page	tom. IV. pag. 684, nota 4	bon-sent-IV-d27-a3-q2+bon-sent-IV-d27-dubia		page-multi		
bon-brev-p6-c13	5	apparatus:p279-2	p279-2	scripture	apparatus-explicit	Eph. 5, 22	Eph 5:22	A	verse		
bon-brev-p6-c13	5	apparatus:p279-3	p279-3	crossref	logical	IV. Sent. d. 26	IV:d26		distinctio		
bon-brev-p6-c13	5	apparatus:p279-3	p279-3	authority	authority:Bonav.	IV. Sent. d. 36.			excluded		
bon-brev-p6-c13	5	apparatus:p279-4	p279-4	scripture	apparatus-explicit	Eccli. 1, 5	Eccli 1:5	A	verse		
bon-brev-p6-c13	5	apparatus:p279-6	p279-6	scripture	anaphor->apparatus-explicit	ibid.	Eccli 1:5	A	verse	yes	Eccli. 1, 5
bon-brev-p6-c13	5	apparatus:p279-7	p279-7	crossref	logical	IV. Sent. d. 26. a. 2. q. 2.	bon-sent-IV-d26-a2-q2		chunk		
bon-brev-p6-c13	5	apparatus:p279-7	p279-7	crossref	chain-continuation	d. 31. a. 2. q. 1.	bon-sent-IV-d31-a2-q1		chunk		
bon-brev-p6-c13	5	apparatus:p280-1	p280-1	crossref	logical	IV. Sent. d. 27. a. 2. q. 1.	bon-sent-IV-d27-a2-q1		chunk		
bon-brev-p6-c13	5	apparatus:p280-1	p280-1	scripture	apparatus-explicit	Matth. 19, 6	Matth 19:6	A	verse		
bon-brev-p6-c13	5	apparatus:p280-1	p280-1	scripture	apparatus-explicit	I. Cor. 6, 16	1Cor 6:16	A	verse		
bon-brev-p6-c13	5	apparatus:p280-1	p280-1	crossref	relative	ibid. d. 28. q. 1.	bon-sent-IV-d28-a1-q1		chunk		
bon-brev-p6-c13	5	apparatus:p280-1	p280-1	crossref	logical	IV. Sent. d. 27. dub. 5.	bon-sent-IV-d27-dubia		chunk		
bon-brev-p6-c13	5	apparatus:p280-2	p280-2	scripture	apparatus-explicit	I. Cor. 7, 4	1Cor 7:4	A	verse		
bon-brev-p6-c13	5	apparatus:p280-3	p280-3	crossref	page	supra pag. 240, nota 5	bon-brev-p3-c11		chunk		
bon-brev-p6-c13	5	apparatus:p280-6	p280-6	scripture	apparatus-explicit	Matth. 19, 6	Matth 19:6	A	verse		
bon-brev-p6-c2	5	apparatus:p266-2	p266-2	crossref	logical	IV. Sent. d. 1. p. II.	IV:d1		distinctio		
bon-brev-p6-c2	5	apparatus:p266-2	p266-2	crossref	chain-continuation	d. 2. a. 1. q. 1.	bon-sent-IV-d2-a1-q1		chunk		
bon-brev-p6-c2	5	apparatus:p266-3	p266-3	crossref	page	tom. IV. pag. 50	bon-sent-IV-d2-a1-q1+bon-sent-IV-d2-a1-q2		page-multi		
bon-brev-p6-c2	5	apparatus:p266-5	p266-5	scripture	apparatus-explicit	Ioan. 1, 17	Ioan 1:17	A	verse		
bon-brev-p6-c2	5	apparatus:p267-1	p267-1	crossref	logical	IV. Sent. d. 1. p. I. q. 2.	bon-sent-IV-d1-p1-a1-q2		chunk		
bon-brev-p6-c3	5	apparatus:p267-3	p267-3	crossref	page	supra pag. 203, nota 8	bon-brev-prol-s1+bon-brev-prol-s2		page-multi		
bon-brev-p6-c3	5	apparatus:p267-3	p267-3	crossref	logical	IV. Sent. d. 2. a. 1. q. 3.	bon-sent-IV-d2-a1-q3		chunk		
bon-brev-p6-c3	5	apparatus:p267-3	p267-3	scripture	apparatus-explicit	Gen. 2, 21	Gen 2:21	A	verse		
bon-brev-p6-c3	5	apparatus:p267-4	p267-4	scripture	apparatus-explicit	I. Cor. 1, 24	1Cor 1:24	A	verse		
bon-brev-p6-c3	5	apparatus:p267-5	p267-5	crossref	page	tom. III. pag. 750, nota 11	bon-sent-III-d34-p1-a2-q3		chunk		
bon-brev-p6-c3	5	apparatus:p267-6	p267-6	crossref	page	tom. IV. pag. 52, nota 9	bon-sent-IV-d2-a1-q2+bon-sent-IV-d2-a1-q3		page-multi		
bon-brev-p6-c3	5	apparatus:p267-8	p267-8	scripture	apparatus-explicit	Cantic. 6, 3	Cant 6:3	A	verse		
bon-brev-p6-c3	5	apparatus:p268-1	p268-1	scripture	apparatus-explicit	Eph. 5, 32	Eph 5:32	A	verse		
bon-brev-p6-c4	5	apparatus:p268-2	p268-2	scripture	apparatus-explicit	Hebr. 9, 15	Hebr 9:15	A	verse		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	logical	IV. Sent. d. 3. p. II. a. 1. q. 1	bon-sent-IV-d3-p2-a1-q1		chunk		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	chain-continuation	d. 7. a. 1. q. 1.	bon-sent-IV-d7-a1-q1		chunk		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	chain-continuation	d. 8. p. I. a. 2. q. 1	bon-sent-IV-d8-p1-a2-q1		chunk		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	chain-continuation	d. 17. p. II. a. 1. q. 1	bon-sent-IV-d17-p2-a1-q1		chunk		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	chain-continuation	d. 23. a. 1. q. 2	bon-sent-IV-d23-a1-q2		chunk		
bon-brev-p6-c4	5	apparatus:p268-3	p268-3	crossref	chain-continuation	d. 26. a. 1. q. 1.	bon-sent-IV-d26-a1-q1		chunk		
bon-brev-p6-c4	5	apparatus:p268-4	p268-4	scripture	apparatus-explicit	Ioan. 14, 6	Ioan 14:6	A	verse		
bon-brev-p6-c4	5	apparatus:p268-6	p268-6	scripture	apparatus-explicit	Ioan. 1, 14	Ioan 1:14	A	verse		
bon-brev-p6-c4	5	apparatus:p268-6	p268-6	crossref	page	tom. III. pag. 529, nota 9	bon-sent-III-d24-a3-q2+bon-sent-III-d24-dubia		page-multi		
bon-brev-p6-c4	5	apparatus:p268-7	p268-7	crossref	logical	IV. Sent. d. 1. p. I. q. 2.	bon-sent-IV-d1-p1-a1-q2		chunk		
bon-brev-p6-c4	5	apparatus:p268-7	p268-7	crossref	chain-continuation	d. 4. p. I. a. 2. q. 2.	bon-sent-IV-d4-p1-a2-q2		chunk		
bon-brev-p6-c4	5	apparatus:p268-8	p268-8	scripture	apparatus-explicit	Matth. 4, 17	Matth 4:17	A	verse		
bon-brev-p6-c4	5	apparatus:p268-8	p268-8	scripture	apparatus-explicit	Marc. 1, 14	Marc 1:14	A	verse		
bon-brev-p6-c4	5	apparatus:p268-8	p268-8	scripture	apparatus-explicit	Ioan. 2, 1	Ioan 2:1	A	verse		
bon-brev-p6-c4	5	apparatus:p268-8	p268-8	scripture	apparatus-explicit	Matth. 19, 4	Matth 19:4	A	verse		
bon-brev-p6-c4	5	apparatus:p269-1	p269-1	scripture	apparatus-explicit	Matth. 19, 13	Matth 19:13	A	verse		
bon-brev-p6-c4	5	apparatus:p269-1	p269-1	scripture	apparatus-explicit	Luc. 18, 15	Luc 18:15	A	verse		
bon-brev-p6-c4	5	apparatus:p269-1	p269-1	scripture	apparatus-explicit	Act. 1, 5	Act 1:5	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Matth. 3, 13	Matth 3:13	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Marc. 16, 15	Marc 16:15	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Ioan. 3, 5	Ioan 3:5	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Ioan. 20, 22	Ioan 20:22	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Luc. 22, 19	Luc 22:19	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	I. Cor. 11, 24	1Cor 11:24	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Ioan. 12, 24	Ioan 12:24	A	verse		
bon-brev-p6-c4	5	apparatus:p269-2	p269-2	scripture	apparatus-explicit	Matth. 18, 18	Matth 18:18	A	verse		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	logical	IV. Sent. d. 6. p. II. a. 2	bon-sent-IV-d6-p2-a2-q1+bon-sent-IV-d6-p2-a2-q2		articulus		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 5. a. 1.	bon-sent-IV-d5-a1-q1+bon-sent-IV-d5-a1-q2		articulus		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 7. a. 1. q. 3.	bon-sent-IV-d7-a1-q3		chunk		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 13. a. 1. q. 1.	bon-sent-IV-d13-a1-q1		chunk		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 17. p. III. a. 1.	bon-sent-IV-d17-p3-a1-q1+bon-sent-IV-d17-p3-a1-q2+bon-sent-IV-d17-p3-a1-q3		articulus		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 19.	IV:d19		distinctio		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 23. a. 2. q. 1.	bon-sent-IV-d23-a2-q1		chunk		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 25. a. 1.	bon-sent-IV-d25-a1-q1+bon-sent-IV-d25-a1-q2+bon-sent-IV-d25-a1-q3+bon-sent-IV-d25-a1-q4		articulus		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 27. a. 2. q. 1.	bon-sent-IV-d27-a2-q1		chunk		
bon-brev-p6-c5	5	apparatus:p269-4	p269-4	crossref	chain-continuation	d. 28. q. 5.	bon-sent-IV-d28-a1-q5		chunk		
bon-brev-p6-c5	5	apparatus:p269-6	p269-6	scripture	apparatus-explicit	Psalm. 73, 12	Ps 73:12	A	verse		
bon-brev-p6-c5	5	apparatus:p270-1	p270-1	scripture	apparatus-explicit	Eccle. 9, 1	Eccle 9:1	A	verse		
bon-brev-p6-c5	5	apparatus:p270-2	p270-2	scripture	apparatus-explicit	Gen. 2, 8	Gen 2:8	A	verse		
bon-brev-p6-c5	5	apparatus:p270-2	p270-2	scripture	apparatus-explicit	Matth. 16, 18	Matth 16:18	A	verse		
bon-brev-p6-c5	5	apparatus:p270-2	p270-2	scripture	apparatus-explicit	Gal. 4, 22	Gal 4:22	A	verse		
bon-brev-p6-c6	5	apparatus:p270-4	p270-4	crossref	logical	IV. Sent. d. 6. p. I.	IV:d6		distinctio		
bon-brev-p6-c6	5	apparatus:p270-4	p270-4	crossref	chain-continuation	d. 7. a. 3. q. 3	bon-sent-IV-d7-a3-q3		chunk		
bon-brev-p6-c6	5	apparatus:p270-4	p270-4	crossref	chain-continuation	d. 24. p. II. a. 1. q. 1.	bon-sent-IV-d24-p2-a1-q1		chunk		
bon-brev-p6-c6	5	apparatus:p271-4	p271-4	crossref	page	tom. IV. pag. 146, nota 7	bon-sent-IV-d6-p1-a1-q6		chunk		
bon-brev-p6-c7	5	apparatus:p271-6	p271-6	scripture	apparatus-explicit	Matth. 28, 19	Matth 28:19	A	verse		
bon-brev-p6-c7	5	apparatus:p271-7	p271-7	crossref	logical	IV. Sent. d. 3	IV:d3		distinctio		
bon-brev-p6-c7	5	apparatus:p271-7	p271-7	crossref	chain-continuation	d. 6. p. II. a. 3.	bon-sent-IV-d6-p2-a3-q1+bon-sent-IV-d6-p2-a3-q2		articulus		
bon-brev-p6-c7	5	apparatus:p272-1	p272-1	scripture	apparatus-explicit	I. Cor. 15, 4	1Cor 15:4	A	verse		
bon-brev-p6-c7	5	apparatus:p272-2	p272-2	scripture	apparatus-explicit	Act. 2, 38	Act 2:38	A	verse		
bon-brev-p6-c7	5	apparatus:p272-2	p272-2	crossref	logical	IV. Sent. d. 3. p. I. a. 2. q. 2.	bon-sent-IV-d3-p1-a2-q2		chunk		
bon-brev-p6-c7	5	apparatus:p272-3	p272-3	crossref	logical	IV. Sent. d. 5. a. 1. q. 1.	bon-sent-IV-d5-a1-q1		chunk		
bon-brev-p6-c7	5	apparatus:p272-6	p272-6	scripture	apparatus-explicit	Col. 6, 12	Col 6:12	A	chapter-out-of-range		
bon-brev-p6-c7	5	apparatus:p272-7	p272-7	scripture	apparatus-explicit	Col. 1, 13	Col 1:13	A	verse		
bon-brev-p6-c8	5	apparatus:p272-8	p272-8	crossref	logical	IV. Sent. d. 7.	IV:d7		distinctio		
bon-brev-p6-c8	5	apparatus:p273-1	p273-1	crossref	page	tom. I. pag. 707, nota 5	bon-sent-I-d40-a2-q1		chunk		
bon-brev-p6-c8	5	apparatus:p273-2	p273-2	scripture	apparatus-explicit	Marc. 12, 30	Marc 12:30	A	verse		
bon-brev-p6-c8	5	apparatus:p273-2	p273-2	scripture	apparatus-explicit	I. Tim. 1, 5	1Tim 1:5	A	verse		
bon-brev-p6-c8	5	apparatus:p273-4	p273-4	scripture	apparatus-explicit	Matth. 10, 32	Matth 10:32	A	verse		
bon-brev-p6-c8	5	apparatus:p273-4	p273-4	crossref	page	tom. IV. pag. 167, nota 1	bon-sent-IV-d7-a1-q2+bon-sent-IV-d7-a1-q3		page-multi		
bon-brev-p6-c8	5	apparatus:p273-4	p273-4	crossref	page	pag. 593, nota 2	bon-sent-I-d34-a1-q4		chunk		
bon-brev-p6-c8	5	apparatus:p273-6	p273-6	crossref	page	tom. XI. pag. 745	tom11:p745		forward		
bon-brev-p6-c8	5	apparatus:p273-6	p273-6	crossref	page	tom. I. pag. 155			dangling		
bon-brev-p6-c9	5	apparatus:p274-1	p274-1	scripture	apparatus-explicit	I. Cor. 11, 29	1Cor 11:29	A	verse		
bon-brev-p6-c9	5	apparatus:p274-1	p274-1	crossref	logical	IV. Sent. d. 8	IV:d8		distinctio		
bon-brev-p6-c9	5	apparatus:p274-3	p274-3	scripture	apparatus-explicit	Hebr. 9, 10	Hebr 9:10	A	verse		
bon-brev-p6-c9	5	apparatus:p274-5	p274-5	scripture	apparatus-explicit	Matth. 28, 20	Matth 28:20	A	verse		
bon-brev-p6-c9	5	apparatus:p274-5	p274-5	scripture	apparatus-explicit	Tit. 2, 14	Tit 2:14	A	verse		
bon-brev-p6-c9	5	apparatus:p274-6	p274-6	scripture	apparatus-explicit	Ioan. 6, 69	Ioan 6:69	A	verse		
bon-brev-p6-c9	5	apparatus:p275-2	p275-2	crossref	logical	IV. Sent. d. 9. a. 1. q. 2.	bon-sent-IV-d9-a1-q2		chunk		
bon-brev-p6-c9	5	apparatus:p275-3	p275-3	scripture	apparatus-explicit	I. Cor. 11, 29	1Cor 11:29	A	verse		
bon-brev-p7-c1	5	apparatus:p281-1	p281-1	scripture	apparatus-explicit	Matth. 16, 27	Matth 16:27	A	verse		
bon-brev-p7-c1	5	apparatus:p281-1	p281-1	scripture	apparatus-explicit	Apoc. 22, 12	Apoc 22:12	A	verse		
bon-brev-p7-c1	5	apparatus:p281-1	p281-1	scripture	anaphor->apparatus-explicit	ibid.	Apoc 22:12	A	verse	yes	Apoc. 22, 12
bon-brev-p7-c1	5	apparatus:p281-2	p281-2	crossref	page	tom. IV. pag. 987, nota 6	bon-sent-IV-d48-a1-q3		chunk		
bon-brev-p7-c1	5	apparatus:p281-2	p281-2	crossref	logical	IV. Sent. d. 43. a. 2.	bon-sent-IV-d43-a2-q1+bon-sent-IV-d43-a2-q2+bon-sent-IV-d43-a2-q3		articulus		
bon-brev-p7-c1	5	apparatus:p281-2	p281-2	crossref	chain-continuation	d. 48	IV:d48		distinctio		
bon-brev-p7-c1	5	apparatus:p281-4	p281-4	crossref	page	supra pag. 218, nota 5	bon-brev-p1-c9		chunk		
bon-brev-p7-c1	5	apparatus:p281-5	p281-5	scripture	apparatus-explicit	II. Cor. 5, 10	2Cor 5:10	A	verse		
bon-brev-p7-c1	5	apparatus:p282-2	p282-2	scripture	apparatus-explicit	I. Cor. 13, 12	1Cor 13:12	A	verse		
bon-brev-p7-c1	5	apparatus:p282-2	p282-2	scripture	apparatus-explicit	Ioan. 5, 22	Ioan 5:22	A	verse		
bon-brev-p7-c2	5	apparatus:p282-4	p282-4	crossref	logical	IV. Sent. d. 20. p. I.	IV:d20		distinctio		
bon-brev-p7-c2	5	apparatus:p282-5	p282-5	crossref	page	tom. IV. pag. 356, nota 6	bon-sent-IV-d15-p1-a1-q4+bon-sent-IV-d15-p1-a1-q5		page-multi		
bon-brev-p7-c2	5	apparatus:p282-5	p282-5	crossref	page	supra pag. 224, nota 8	bon-brev-p2-c5+bon-brev-p2-c6+bon-brev-p2-c7		page-multi		
bon-brev-p7-c2	5	apparatus:p282-6	p282-6	crossref	logical	IV. Sent. d. 44. p. II. a. 3. q. 2.	bon-sent-IV-d44-p2-a3-q2		chunk		
bon-brev-p7-c2	5	apparatus:p283-2	p283-2	crossref	logical	IV. Sent. d. 21. p. I. a. 2. q. 1.	bon-sent-IV-d21-p1-a2-q1		chunk		
bon-brev-p7-c3	5	apparatus:p283-6	p283-6	crossref	logical	IV. Sent. d. 15. p. II.	IV:d15		distinctio		
bon-brev-p7-c3	5	apparatus:p284-6	p284-6	scripture	apparatus-explicit	Sap. 11, 21	Sap 11:21	A	verse		
bon-brev-p7-c4	5	apparatus:p284-8	p284-8	scripture	apparatus-explicit	I. Cor. 7, 31	1Cor 7:31	A	verse		
bon-brev-p7-c4	5	apparatus:p284-8	p284-8	scripture	apparatus-explicit	Gen. 7, 1	Gen 7:1	A	verse		
bon-brev-p7-c4	5	apparatus:p284-8	p284-8	scripture	apparatus-explicit	II. Petr. 2, 5	2Petr 2:5	A	verse		
bon-brev-p7-c4	5	apparatus:p284-9	p284-9	crossref	logical	IV. Sent. d. 47. a. 2.	bon-sent-IV-d47-a2-q1+bon-sent-IV-d47-a2-q2+bon-sent-IV-d47-a2-q3+bon-sent-IV-d47-a2-q4		articulus		
bon-brev-p7-c4	5	apparatus:p284-9	p284-9	crossref	chain-continuation	d. 48. a. 2.	bon-sent-IV-d48-a2-q1+bon-sent-IV-d48-a2-q2+bon-sent-IV-d48-a2-q3+bon-sent-IV-d48-a2-q4		articulus		
bon-brev-p7-c4	5	apparatus:p285-1	p285-1	crossref	page	tom. IV. pag. 989, nota 7	bon-sent-IV-d48-a1-q4+bon-sent-IV-d48-a2-q1		page-multi		
bon-brev-p7-c4	5	apparatus:p285-2	p285-2	scripture	apparatus-explicit	Sap. 5, 18	Sap 5:18	A	verse		
bon-brev-p7-c4	5	apparatus:p285-2	p285-2	scripture	apparatus-explicit	Matth. 24, 29	Matth 24:29	A	verse		
bon-brev-p7-c4	5	apparatus:p285-4	p285-4	scripture	apparatus-explicit	Matth. 24, 12	Matth 24:12	A	verse		
bon-brev-p7-c4	5	apparatus:p285-5	p285-5	scripture	apparatus-explicit	II. Petr. 3, 10	2Petr 3:10	A	verse		
bon-brev-p7-c4	5	apparatus:p286-1	p286-1	crossref	page	tom. III. pag. 40, nota 8	bon-sent-III-d2-a1-q2		chunk		
bon-brev-p7-c5	5	apparatus:p286-2	p286-2	scripture	apparatus-explicit	Eph. 4, 13	Eph 4:13	A	verse		
bon-brev-p7-c5	5	apparatus:p286-3	p286-3	scripture	apparatus-explicit	Luc. 21, 18	Luc 21:18	A	verse		
bon-brev-p7-c5	5	apparatus:p286-3	p286-3	crossref	logical	IV. Sent. d. 43. a. 1.	bon-sent-IV-d43-a1-q1+bon-sent-IV-d43-a1-q2+bon-sent-IV-d43-a1-q3+bon-sent-IV-d43-a1-q4+bon-sent-IV-d43-a1-q5+bon-sent-IV-d43-a1-q6		articulus		
bon-brev-p7-c5	5	apparatus:p286-3	p286-3	crossref	chain-continuation	d. 44. p. I.	IV:d44		distinctio		
bon-brev-p7-c5	5	apparatus:p286-6	p286-6	scripture	apparatus-explicit	Sap. 5, 21	Sap 5:21	A	verse		
bon-brev-p7-c5	5	apparatus:p286-8	p286-8	scripture	apparatus-explicit	Ioan. 5, 29	Ioan 5:29	A	verse		
bon-brev-p7-c5	5	apparatus:p287-3	p287-3	crossref	page	tom. II. pag. 734, nota 3	bon-sent-II-d30-a3-q1+bon-sent-II-d30-a3-q2		page-multi		
bon-brev-p7-c5	5	apparatus:p287-4	p287-4	crossref	page	supra pag. 271, nota 8	bon-brev-p6-c6+bon-brev-p6-c7		page-multi		
bon-brev-p7-c5	5	apparatus:p287-4	p287-4	crossref	page	tom. IV. pag. 888, nota 2	bon-sent-IV-d43-a1-q4		chunk		
bon-brev-p7-c5	5	apparatus:p287-5	p287-5	crossref	page	supra pag. 227, nota 2	bon-brev-p2-c10+bon-brev-p2-c9		page-multi		
bon-brev-p7-c5	5	apparatus:p287-5	p287-5	crossref	logical	II. Sent. d. 18. a. 1. q. 2.	bon-sent-II-d18-a1-q2		chunk		
bon-brev-p7-c5	5	apparatus:p287-5	p287-5	crossref	page	supra pag. 216, nota 3	bon-brev-p1-c7+bon-brev-p1-c8		page-multi		
bon-brev-p7-c6	5	apparatus:p287-7	p287-7	scripture	apparatus-explicit	Apoc. 14, 11	Apoc 14:11	A	verse		
bon-brev-p7-c6	5	apparatus:p287-7	p287-7	crossref	logical	IV. Sent. d. 44. p. II.	IV:d44		distinctio		
bon-brev-p7-c6	5	apparatus:p287-7	p287-7	crossref	chain-continuation	d. 50. p. II. a. 2.	bon-sent-IV-d50-p2-a2-q1+bon-sent-IV-d50-p2-a2-q2+bon-sent-IV-d50-p2-a2-q3		articulus		
bon-brev-p7-c6	5	apparatus:p287-8	p287-8	scripture	apparatus-explicit	II. Tim. 2, 13	2Tim 2:13	A	verse		
bon-brev-p7-c6	5	apparatus:p287-9	p287-9	scripture	apparatus-explicit	Matth. 5, 26	Matth 5:26	A	verse		
bon-brev-p7-c6	5	apparatus:p287-9	p287-9	crossref	page	supra pag. 224, nota 8	bon-brev-p2-c5+bon-brev-p2-c6+bon-brev-p2-c7		page-multi		
bon-brev-p7-c6	5	apparatus:p288-2	p288-2	crossref	page	tom. IV. pag. 922, nota 1	bon-sent-IV-d44-p2-a1-q1		chunk		
bon-brev-p7-c6	5	apparatus:p288-4	p288-4	scripture	apparatus-explicit	Apoc. 14, 10	Apoc 14:10	A	verse		
bon-brev-p7-c6	5	apparatus:p288-4	p288-4	scripture	apparatus-explicit	Soph. 1, 12	Soph 1:12	A	verse		
bon-brev-p7-c6	5	apparatus:p288-5	p288-5	scripture	apparatus-explicit	I. Cor. 3, 12	1Cor 3:12	A	verse		
bon-brev-p7-c6	5	apparatus:p288-5	p288-5	crossref	logical	II. Sent. d. 31. a. 2. q. 3.	bon-sent-II-d31-a2-q3		chunk		
bon-brev-p7-c6	5	apparatus:p288-6	p288-6	crossref	page	supra pag. 180, nota 6	tom5:p180		forward		
