chunk_id	volume	section	anchor_label	class	subclass	raw_text	normalized_target	confidence	resolution	ibid_resolved	antecedent
bon-brev-p1-c1	5	apparatus:p210-3	p210-3	crossref	page	supra pag. 204, nota 2	bon-brev-prol-s2+bon-brev-prol-s3		page-multi		
bon-brev-p1-c1	5	apparatus:p210-4	p210-4	crossref	page	supra pag. 120, nota 11	tom5:p120		forward		
bon-brev-p1-c1	5	apparatus:p210-5	p210-5	crossref	page	tom. III. pag. 773, nota 5	bon-sent-III-d35-a1-q1		chunk		
bon-brev-p1-c1	5	apparatus:p210-6	p210-6	crossref	page	supra pag. 205, nota 7	bon-brev-prol-s3+bon-brev-prol-s4		page-multi		
bon-brev-p1-c2	5	apparatus:p211-1	p211-1	crossref	work	Quaest. de mysterio Trinitatis	work:mysterio-trinitatis		work		
bon-brev-p1-c2	5	apparatus:p211-1	p211-1	crossref	work	de mysterio Trinitatis	work:mysterio-trinitatis		work		
bon-brev-p1-c2	5	apparatus:p211-1	p211-1	crossref	logical	I. Sent. d. 2.	I:d2		distinctio		
bon-brev-p1-c2	5	apparatus:p211-2	p211-2	scripture	apparatus-explicit	I. Tim. 6, 3	1Tim 6:3	A	verse		
bon-brev-p1-c2	5	apparatus:p211-3	p211-3	crossref	page	tom. III. pag. 245, nota 4	bon-sent-III-d11-a1-q1+bon-sent-III-d11-a1-q2		page-multi		
bon-brev-p1-c3	5	apparatus:p211-6	p211-6	crossref	logical	I. Sent. d. 2. q. 4	bon-sent-I-d2-a1-q4		chunk		
bon-brev-p1-c3	5	apparatus:p211-6	p211-6	crossref	chain-continuation	d. 9. q. 1.	bon-sent-I-d9-a1-q1		chunk		
bon-brev-p1-c3	5	apparatus:p211-6	p211-6	crossref	chain-continuation	d. 10. a. 1. q. 1	bon-sent-I-d10-a1-q1		chunk		
bon-brev-p1-c3	5	apparatus:p211-6	p211-6	crossref	logical	I. Sent. d. 26. q. 4.	bon-sent-I-d26-a1-q4		chunk		
bon-brev-p1-c3	5	apparatus:p212-2	p212-2	crossref	logical	I. Sent. d. 27. p. 1. q. 2.	bon-sent-I-d27-p1-a1-q2		chunk		
bon-brev-p1-c3	5	apparatus:p212-2	p212-2	crossref	chain-continuation	d. 28. q. 1.	bon-sent-I-d28-a1-q1		chunk		
bon-brev-p1-c3	5	apparatus:p212-3	p212-3	crossref	logical	I. Sent. d. 27. p. II. q. 1.	bon-sent-I-d27-p2-a1-q1		chunk		
bon-brev-p1-c3	5	apparatus:p212-3	p212-3	crossref	chain-continuation	d. 31. p. II. a. 1. q. 1.	bon-sent-I-d31-p2-a1-q1		chunk		
bon-brev-p1-c3	5	apparatus:p212-3	p212-3	crossref	chain-continuation	d. 37. p. II. dub. 2.	bon-sent-I-d37-p2-dubia		chunk		
bon-brev-p1-c3	5	apparatus:p212-4	p212-4	crossref	logical	I. Sent. d. 10. a. 1.	bon-sent-I-d10-a1-q1+bon-sent-I-d10-a1-q2+bon-sent-I-d10-a1-q3		articulus		
bon-brev-p1-c3	5	apparatus:p212-4	p212-4	crossref	chain-continuation	d. 18. q. 5.	bon-sent-I-d18-a1-q5		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	logical	I. Sent. d. 22. q. 4	bon-sent-I-d22-a1-q4		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	logical	I. Sent. d. 5. a. 1. q. 1	bon-sent-I-d5-a1-q1		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	chain-continuation	d. 25. a. 1. q. 2.	bon-sent-I-d25-a1-q2		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	chain-continuation	d. 33. q. 2.	bon-sent-I-d33-a1-q2		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	logical	I. Sent. d. 23. a. 1. q. 3	bon-sent-I-d23-a1-q3		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	chain-continuation	d. 26. q. 1.	bon-sent-I-d26-a1-q1		chunk		
bon-brev-p1-c4	5	apparatus:p212-5	p212-5	crossref	logical	I. Sent. d. 22. q. 3.	bon-sent-I-d22-a1-q3		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	logical	I. Sent. d. 26. q. 2	bon-sent-I-d26-a1-q2		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	chain-continuation	d. 27. p. I. q. 3.	bon-sent-I-d27-p1-a1-q3		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	chain-continuation	d. 33. q. 1.	bon-sent-I-d33-a1-q1		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	logical	I. Sent. d. 22. dub. 2	bon-sent-I-d22-dubia		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	chain-continuation	d. 31. p. I. q. 2.	bon-sent-I-d31-p1-a1-q2		chunk		
bon-brev-p1-c4	5	apparatus:p212-7	p212-7	crossref	chain-continuation	d. 24. a. 3. q. 1.	bon-sent-I-d24-a3-q1		chunk		
bon-brev-p1-c4	5	apparatus:p213-2	p213-2	crossref	page	tom. I. pag. 576, nota 1	bon-sent-I-d33-a1-q2+bon-sent-I-d33-a1-q3		page-multi		
bon-brev-p1-c4	5	apparatus:p213-3	p213-3	crossref	logical	I. Sent. d. 23. a. 1. q. 1	bon-sent-I-d23-a1-q1		chunk		
bon-brev-p1-c4	5	apparatus:p213-3	p213-3	crossref	chain-continuation	d. 25. a. 1.	bon-sent-I-d25-a1-q1+bon-sent-I-d25-a1-q2		articulus		
bon-brev-p1-c4	5	apparatus:p213-7	p213-7	crossref	logical	I. Sent. d. 30. q. 1.	bon-sent-I-d30-a1-q1		chunk		
bon-brev-p1-c4	5	apparatus:p213-7	p213-7	crossref	chain-continuation	d. 22. q. 3	bon-sent-I-d22-a1-q3		chunk		
bon-brev-p1-c4	5	apparatus:p213-7	p213-7	crossref	chain-continuation	d. 34. q. 3	bon-sent-I-d34-a1-q3		chunk		
bon-brev-p1-c5	5	apparatus:p214-1	p214-1	crossref	logical	I. Sent. d. 21. dub. 2	bon-sent-I-d21-dubia		chunk		
bon-brev-p1-c5	5	apparatus:p214-1	p214-1	crossref	relative	ibid. d. 14. a. 2. q. 1.	bon-sent-I-d14-a2-q1		chunk		
bon-brev-p1-c5	5	apparatus:p214-1	p214-1	crossref	chain-continuation	d. 15. p. II. q. 1.	bon-sent-I-d15-p2-a1-q1		chunk		
bon-brev-p1-c5	5	apparatus:p214-1	p214-1	crossref	relative	ibid. d. 16.	I:d16		distinctio		
bon-brev-p1-c5	5	apparatus:p214-1	p214-1	crossref	relative	ibid. d. 15. p. I. q. 1	bon-sent-I-d15-p1-a1-q1		chunk		
bon-brev-p1-c5	5	apparatus:p214-3	p214-3	crossref	logical	I. Sent. d. 37. p. I. a. 3. q. 2.	bon-sent-I-d37-p1-a3-q2		chunk		
bon-brev-p1-c5	5	apparatus:p214-5	p214-5	scripture	apparatus-explicit	Ioan. 14, 23	Ioan 14:23	A	verse		
bon-brev-p1-c5	5	apparatus:p214-5	p214-5	scripture	apparatus-explicit	Ioan. 1, 32	Ioan 1:32	A	verse		
bon-brev-p1-c5	5	apparatus:p214-5	p214-5	scripture	apparatus-explicit	Act. 2, 3	Act 2:3	A	verse		
bon-brev-p1-c5	5	apparatus:p214-6	p214-6	crossref	logical	I. Sent. d. 16. q. 3.	bon-sent-I-d16-a1-q3		chunk		
bon-brev-p1-c6	5	apparatus:p214-9	p214-9	crossref	logical	I. Sent. d. 31. p. II. a. 1. q. 3.	bon-sent-I-d31-p2-a1-q3		chunk		
bon-brev-p1-c6	5	apparatus:p214-9	p214-9	crossref	relative-inherited	ibid.	bon-sent-I-d31-p2-a1-q3		chunk		
bon-brev-p1-c6	5	apparatus:p214-9	p214-9	crossref	chain-continuation	d. 34. q. 4.	bon-sent-I-d34-a1-q4		chunk		
bon-brev-p1-c6	5	apparatus:p214-9	p214-9	crossref	chain-continuation	d. 3. p. I. dub. 3.	bon-sent-I-d3-p1-dubia		chunk		
bon-brev-p1-c6	5	apparatus:p215-1	p215-1	crossref	logical	IV. Sent. d. 14. p. II. a. 1. q. 1.	bon-sent-IV-d14-p2-a1-q1		chunk		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	page	tom. II. pag. 808, nota 5	bon-sent-II-d34-a1-q2+bon-sent-II-d34-a1-q3		page-multi		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	logical	I. Sent. d. 27. p. I. q. 2.	bon-sent-I-d27-p1-a1-q2		chunk		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	chain-continuation	d. 6. q. 3	bon-sent-I-d6-a1-q3		chunk		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	chain-continuation	d. 27. p. II. q. 2	bon-sent-I-d27-p2-a1-q2		chunk		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	chain-continuation	d. 35. q. 1	bon-sent-I-d35-a1-q1		chunk		
bon-brev-p1-c6	5	apparatus:p215-3	p215-3	crossref	chain-continuation	d. 36. dub. 4.	bon-sent-I-d36-dubia		chunk		
bon-brev-p1-c6	5	apparatus:p215-4	p215-4	crossref	anaphor->chain-continuation	ibid.	bon-sent-I-d36-dubia		chunk	yes	d. 36. dub. 4.
bon-brev-p1-c6	5	apparatus:p215-5	p215-5	crossref	page	supra pag. 39, nota 7	tom5:p39		forward		
bon-brev-p1-c7	5	apparatus:p215-6	p215-6	crossref	page	tom. I. pag. 52, nota 4	bon-sent-I-d2-a1-q1+bon-sent-I-d2-a1-q2		page-multi		
bon-brev-p1-c7	5	apparatus:p215-6	p215-6	crossref	logical	I. Sent. d. 42.	I:d42		distinctio		
bon-brev-p1-c7	5	apparatus:p215-6	p215-6	crossref	chain-continuation	d. 43.	I:d43		distinctio		
bon-brev-p1-c7	5	apparatus:p216-1	p216-1	crossref	logical	I. Sent. d. 4. q. 1.	bon-sent-I-d4-a1-q1		chunk		
bon-brev-p1-c7	5	apparatus:p216-3	p216-3	crossref	logical	II. Sent. d. 18. a. 1. q. 2.	bon-sent-II-d18-a1-q2		chunk		
bon-brev-p1-c8	5	apparatus:p216-4	p216-4	crossref	logical	I. Sent. d. 35. dub. 3	bon-sent-I-d35-dubia		chunk		
bon-brev-p1-c8	5	apparatus:p216-4	p216-4	crossref	chain-continuation	d. 36. dub. 3.	bon-sent-I-d36-dubia		chunk		
bon-brev-p1-c8	5	apparatus:p216-4	p216-4	crossref	chain-continuation	d. 38	I:d38		distinctio		
bon-brev-p1-c8	5	apparatus:p216-5	p216-5	crossref	logical	IV. Sent. d. 43. a. 2. q. 1	bon-sent-IV-d43-a2-q1		chunk		
bon-brev-p1-c8	5	apparatus:p216-5	p216-5	crossref	logical	I. Sent. d. 27. p. II. q. 3.	bon-sent-I-d27-p2-a1-q3		chunk		
bon-brev-p1-c8	5	apparatus:p216-5	p216-5	crossref	chain-continuation	d. 35. q. 1.	bon-sent-I-d35-a1-q1		chunk		
bon-brev-p1-c8	5	apparatus:p216-5	p216-5	crossref	chain-continuation	d. 36. a. 2. q. 1.	bon-sent-I-d36-a2-q1		chunk		
bon-brev-p1-c8	5	apparatus:p216-5	p216-5	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-brev-p1-c8	5	apparatus:p216-6	p216-6	crossref	logical	I. Sent. d. 39. a. 2. q. 1	bon-sent-I-d39-a2-q1		chunk		
bon-brev-p1-c8	5	apparatus:p216-6	p216-6	crossref	relative	ibid. d. 38. a. 2. q. 1	bon-sent-I-d38-a2-q1		chunk		
bon-brev-p1-c8	5	apparatus:p216-6	p216-6	crossref	chain-continuation	d. 40. a. 2. q. 1.	bon-sent-I-d40-a2-q1		chunk		
bon-brev-p1-c8	5	apparatus:p217-4	p217-4	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-brev-p1-c8	5	apparatus:p217-4	p217-4	crossref	logical	I. Sent. d. 35. q. 2.	bon-sent-I-d35-a1-q2		chunk		
bon-brev-p1-c8	5	apparatus:p217-6	p217-6	crossref	logical	I. Sent. d. 8. p. II. q. 4.	bon-sent-I-d8-p2-a1-q4		chunk		
bon-brev-p1-c9	5	apparatus:p217-7	p217-7	crossref	logical	I. Sent. d. 45	I:d45		distinctio		
bon-brev-p1-c9	5	apparatus:p218-1	p218-1	crossref	page	tom. I. pag. 714, nota 3	bon-sent-I-d40-a3-q1		chunk		
bon-brev-p1-c9	5	apparatus:p218-2	p218-2	crossref	logical	I. Sent. d. 48.	I:d48		distinctio		
bon-brev-p1-c9	5	apparatus:p218-3	p218-3	scripture	apparatus-explicit	Ps. 36, 27	Ps 36:27	A	verse		
bon-brev-p1-c9	5	apparatus:p218-4	p218-4	crossref	logical	II. Sent. d. 37. a. 1. q. 1.	bon-sent-II-d37-a1-q1		chunk		
bon-brev-p1-c9	5	apparatus:p218-6	p218-6	crossref	page	tom. IV. pag. 964, nota 3	bon-sent-IV-d46-a2-q2+bon-sent-IV-d46-a2-q3		page-multi		
bon-brev-p1-c9	5	apparatus:p218-6	p218-6	scripture	apparatus-explicit	I. Petr. 4, 11	1Petr 4:11	A	verse		
bon-brev-p1-c9	5	apparatus:p218-7	p218-7	scripture	apparatus-explicit	Rom. 11, 33-36	Rom 11:33-36	A	verse		
bon-brev-p1-c9	5	apparatus:p218-7	p218-7	crossref	logical	I. Sent. d. 41. a. 1. q. 2.	bon-sent-I-d41-a1-q2		chunk		
bon-brev-p2-c1	5	apparatus:p219-1	p219-1	scripture	apparatus-explicit	Sap. 11, 21	Sap 11:21	A	verse		
bon-brev-p2-c1	5	apparatus:p219-1	p219-1	crossref	logical	II. Sent. d. 1. p. I. a. 1.	bon-sent-II-d1-p1-a1-q1+bon-sent-II-d1-p1-a1-q2		articulus		
bon-brev-p2-c1	5	apparatus:p219-1	p219-1	crossref	logical	I. Sent. d. 3. p. I. dub. 3	bon-sent-I-d3-p1-dubia		chunk		
bon-brev-p2-c1	5	apparatus:p219-2	p219-2	crossref	page	supra pag. 12, nota 9	tom5:p12		forward		
bon-brev-p2-c1	5	apparatus:p219-2	p219-2	crossref	page	pag. 19, nota 8	tom5:p19		forward		
bon-brev-p2-c10	5	latin_body		crossref	relative-bare	ibid			unresolvable		
bon-brev-p2-c10	5	apparatus:p228-1	p228-1	scripture	apparatus-explicit	Gen. 2, 7	Gen 2:7	A	verse		
bon-brev-p2-c10	5	apparatus:p228-3	p228-3	scripture	apparatus-explicit	Gen. 2, 9	Gen 2:9	A	verse		
bon-brev-p2-c10	5	apparatus:p228-3	p228-3	crossref	logical	II. Sent. d. 17. a. 2. q. 1	bon-sent-II-d17-a2-q1		chunk		
bon-brev-p2-c10	5	apparatus:p228-3	p228-3	crossref	relative	ibid. d. 18. a. 1. q. 1	bon-sent-II-d18-a1-q1		chunk		
bon-brev-p2-c10	5	apparatus:p228-3	p228-3	crossref	relative	ibid. d. 19. a. 2. q. 1.	bon-sent-II-d19-a2-q1		chunk		
bon-brev-p2-c10	5	apparatus:p228-3	p228-3	crossref	relative	ibid. d. 20.	II:d20		distinctio		
bon-brev-p2-c10	5	apparatus:p228-5	p228-5	crossref	logical	II. Sent. d. 17. a. 2. q. 3.	bon-sent-II-d17-a2-q3		chunk		
bon-brev-p2-c10	5	apparatus:p228-6	p228-6	crossref	page	supra pag. 161, nota 2	tom5:p161		forward		
bon-brev-p2-c10	5	apparatus:p228-7	p228-7	scripture	apparatus-explicit	Eccle. 7, 30	Eccle 7:30	A	verse		
bon-brev-p2-c10	5	apparatus:p228-7	p228-7	crossref	page	supra pag. 225, nota 1	bon-brev-p2-c7+bon-brev-p2-c8		page-multi		
bon-brev-p2-c10	5	apparatus:p228-9	p228-9	crossref	page	tom. I. pag. 316, nota 12	bon-sent-I-d17-p2-a1-q4		chunk		
bon-brev-p2-c11	5	apparatus:p229-1	p229-1	scripture	apparatus-explicit	Gen. 2, 8	Gen 2:8	A	verse		
bon-brev-p2-c11	5	apparatus:p229-1	p229-1	crossref	logical	II. Sent. d. 17. dub. 2	bon-sent-II-d17-dubia		chunk		
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	scripture	apparatus-explicit	Gen. 1, 28	Gen 1:28	A	verse		
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	scripture	anaphor->apparatus-explicit	ibid.	Gen 1:28	A	verse	yes	Gen. 1, 28
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	scripture	apparatus-explicit	Ps. 36, 27	Ps 36:27	A	verse		
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	scripture	anaphor->apparatus-explicit	ibid.	Ps 36:27	A	verse	yes	Ps. 36, 27
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	crossref	relative	ibid. d. 39.			unresolvable		
bon-brev-p2-c11	5	apparatus:p229-2	p229-2	crossref	anaphor->relative	ibid.			unresolvable	yes	ibid. d. 39.
bon-brev-p2-c11	5	apparatus:p229-4	p229-4	scripture	apparatus-explicit	Ezech. 2, 9	Ezech 2:9	A	verse		
bon-brev-p2-c11	5	apparatus:p229-4	p229-4	scripture	apparatus-explicit	Apoc. 5, 1	Apoc 5:1	A	verse		
bon-brev-p2-c11	5	apparatus:p229-5	p229-5	crossref	logical	II. Sent. d. 24. p. II. dub. 3.	bon-sent-II-d24-p2-dubia		chunk		
bon-brev-p2-c11	5	apparatus:p229-5	p229-5	crossref	page	ibid. pag. 604, nota 5	bon-sent-II-d25-p1-a1-q5+bon-sent-II-d25-p1-a1-q6		page-multi		
bon-brev-p2-c11	5	apparatus:p229-6	p229-6	crossref	logical	II. Sent. d. 17. dub. 5	bon-sent-II-d17-dubia		chunk		
bon-brev-p2-c11	5	apparatus:p230-1	p230-1	scripture	apparatus-explicit	Matth. 22, 37	Matth 22:37	A	verse		
bon-brev-p2-c12	5	apparatus:p230-2	p230-2	crossref	logical	I. Sent. d. 3. p. I. q. 2	bon-sent-I-d3-p1-a1-q2		chunk		
bon-brev-p2-c12	5	apparatus:p230-2	p230-2	crossref	logical	II. Sent. d. 16. a. 2. q. 3.	bon-sent-II-d16-a2-q3		chunk		
bon-brev-p2-c12	5	apparatus:p230-3	p230-3	crossref	page	supra pag. 24	tom5:p24		forward		
bon-brev-p2-c12	5	apparatus:p230-4	p230-4	crossref	logical	IV. Sent. d. 49. p. I. q. 5.	bon-sent-IV-d49-p1-a1-q5		chunk		
bon-brev-p2-c12	5	apparatus:p230-5	p230-5	scripture	apparatus-explicit	Gen. 1, 3	Gen 1:3	A	verse		
bon-brev-p2-c12	5	apparatus:p230-5	p230-5	crossref	page	supra pag. 204, nota 9	bon-brev-prol-s2+bon-brev-prol-s3		page-multi		
bon-brev-p2-c12	5	apparatus:p230-7	p230-7	crossref	anaphor->page	loc. cit.	bon-brev-prol-s2+bon-brev-prol-s3		page-multi	yes	supra pag. 204, nota 9
bon-brev-p2-c12	5	apparatus:p230-7	p230-7	crossref	page	supra pag. 225, nota 6	bon-brev-p2-c7+bon-brev-p2-c8		page-multi		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	scripture	apparatus-explicit	Gen. 1, 1	Gen 1:1	A	verse		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	scripture	anaphor->apparatus-explicit	ibid.	Gen 1:1	A	verse	yes	Gen. 1, 1
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	scripture	apparatus-explicit	Ioan. 5, 17	Ioan 5:17	A	verse		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	crossref	logical	II. Sent. d. 12	II:d12		distinctio		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	crossref	relative	ibid. d. 7. p. II. a. 2. q. 1	bon-sent-II-d7-p2-a2-q1		chunk		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	crossref	chain-continuation	d. 15. a. 2. q. 3.	bon-sent-II-d15-a2-q3		chunk		
bon-brev-p2-c2	5	apparatus:p219-5	p219-5	crossref	chain-continuation	d. 18. a. 1. q. 2.	bon-sent-II-d18-a1-q2		chunk		
bon-brev-p2-c2	5	apparatus:p220-1	p220-1	crossref	logical	II. Sent. d. 12. a. 2. q. 2	bon-sent-II-d12-a2-q2		chunk		
bon-brev-p2-c2	5	apparatus:p220-1	p220-1	crossref	chain-continuation	d. 1. p. I. dub. 2.	bon-sent-II-d1-p1-dubia		chunk		
bon-brev-p2-c2	5	apparatus:p220-4	p220-4	crossref	anaphor->chain-continuation	ibid.	bon-sent-II-d1-p1-dubia		chunk	yes	d. 1. p. I. dub. 2.
bon-brev-p2-c2	5	apparatus:p220-5	p220-5	scripture	apparatus-explicit	Eccli. 18, 1	Eccli 18:1	A	verse		
bon-brev-p2-c2	5	apparatus:p220-5	p220-5	crossref	logical	II. Sent. d. 12. a. 1. q. 2	bon-sent-II-d12-a1-q2		chunk		
bon-brev-p2-c2	5	apparatus:p220-5	p220-5	crossref	page	pag. 223	bon-brev-p2-c5		chunk		
bon-brev-p2-c3	5	apparatus:p220-6	p220-6	crossref	logical	II. Sent. d. 2. p. II. a. 1. q. 1	bon-sent-II-d2-p2-a1-q1		chunk		
bon-brev-p2-c3	5	apparatus:p220-6	p220-6	crossref	chain-continuation	d. 14. p. I. a. 1. q. 1.	bon-sent-II-d14-p1-a1-q1		chunk		
bon-brev-p2-c3	5	apparatus:p220-6	p220-6	crossref	page	ibid. pag. 321, nota 4	bon-sent-II-d13-a2-q2		chunk		
bon-brev-p2-c3	5	apparatus:p221-1	p221-1	crossref	logical	II. Sent. d. 14. p. I. a. 1. q. 2.	bon-sent-II-d14-p1-a1-q2		chunk		
bon-brev-p2-c3	5	apparatus:p221-1	p221-1	crossref	chain-continuation	d. 17. a. 2. q. 2.	bon-sent-II-d17-a2-q2		chunk		
bon-brev-p2-c3	5	apparatus:p221-1	p221-1	crossref	relative-inherited	ibid.	bon-sent-II-d14-p1-a1-q2		chunk		
bon-brev-p2-c3	5	apparatus:p221-3	p221-3	crossref	work	Quaest. de scientia Christi	work:scientia-christi		work		
bon-brev-p2-c4	5	apparatus:p221-4	p221-4	scripture	apparatus-explicit	Gen. 1, 14	Gen 1:14	A	verse		
bon-brev-p2-c4	5	apparatus:p221-4	p221-4	crossref	logical	II. Sent. d. 2. p. II. a. 1. q. 2.	bon-sent-II-d2-p2-a1-q2		chunk		
bon-brev-p2-c4	5	apparatus:p221-4	p221-4	crossref	chain-continuation	d. 14. p. II. a. 2. q. 2.	bon-sent-II-d14-p2-a2-q2		chunk		
bon-brev-p2-c4	5	apparatus:p221-5	p221-5	crossref	logical	II. Sent. d. 14. p. II. dub. 4.	bon-sent-II-d14-p2-dubia		chunk		
bon-brev-p2-c4	5	apparatus:p221-6	p221-6	crossref	logical	II. Sent. d. 15. a. 1. q. 3.	bon-sent-II-d15-a1-q3		chunk		
bon-brev-p2-c4	5	apparatus:p221-6	p221-6	crossref	chain-continuation	d. 17. a. 2. q. 2.	bon-sent-II-d17-a2-q2		chunk		
bon-brev-p2-c4	5	apparatus:p221-7	p221-7	scripture	apparatus-explicit	Rom. 8, 19	Rom 8:19	A	verse		
bon-brev-p2-c4	5	apparatus:p221-7	p221-7	crossref	page	tom. II. pag. 421, nota 4	bon-sent-II-d17-a2-q2		chunk		
bon-brev-p2-c4	5	apparatus:p222-1	p222-1	crossref	logical	II. Sent. d. 15. a. 2. q. 1.	bon-sent-II-d15-a2-q1		chunk		
bon-brev-p2-c4	5	apparatus:p222-1	p222-1	crossref	chain-continuation	d. 16. a. 1. q. 1.	bon-sent-II-d16-a1-q1		chunk		
bon-brev-p2-c4	5	apparatus:p222-2	p222-2	scripture	apparatus-explicit	II. Cor. 5, 1	2Cor 5:1	A	verse		
bon-brev-p2-c4	5	apparatus:p222-2	p222-2	crossref	page	tom. IV. pag. 979, nota 6	bon-sent-IV-d47-a2-q3+bon-sent-IV-d47-a2-q4		page-multi		
bon-brev-p2-c5	5	apparatus:p222-4	p222-4	crossref	logical	I. Sent. d. 20. a. 2. q. 1.	bon-sent-I-d20-a2-q1		chunk		
bon-brev-p2-c5	5	apparatus:p222-4	p222-4	crossref	chain-continuation	d. 19. p. I. q. 4.	bon-sent-I-d19-p1-a1-q4		chunk		
bon-brev-p2-c5	5	apparatus:p222-5	p222-5	scripture	apparatus-explicit	Gen. 1, 1	Gen 1:1	A	verse		
bon-brev-p2-c5	5	apparatus:p222-5	p222-5	scripture	anaphor->apparatus-explicit	ibid.	Gen 1:1	A	verse	yes	Gen. 1, 1
bon-brev-p2-c5	5	apparatus:p223-1	p223-1	scripture	apparatus-explicit	Eccli. 18, 1	Eccli 18:1	A	verse		
bon-brev-p2-c5	5	apparatus:p223-2	p223-2	scripture	apparatus-explicit	Gen. 1, 2	Gen 1:2	A	verse		
bon-brev-p2-c5	5	apparatus:p223-2	p223-2	crossref	logical	II. Sent. d. 12. a. 1. q. 3.	bon-sent-II-d12-a1-q3		chunk		
bon-brev-p2-c5	5	apparatus:p223-5	p223-5	scripture	apparatus-explicit	Gen. 1, 6	Gen 1:6	A	verse		
bon-brev-p2-c5	5	apparatus:p223-5	p223-5	crossref	logical	II. Sent. d. 14. p. I. a. 1. q. 1	bon-sent-II-d14-p1-a1-q1		chunk		
bon-brev-p2-c5	5	apparatus:p223-5	p223-5	crossref	page	pag. 338, nota 3	bon-hex-c2		chunk		
bon-brev-p2-c5	5	apparatus:p223-8	p223-8	crossref	anaphor->page	ibid.	bon-hex-c2		chunk	yes	pag. 338, nota 3
bon-brev-p2-c5	5	apparatus:p223-9	p223-9	crossref	logical	II. Sent. d. 12. a. 1. q. 2.	bon-sent-II-d12-a1-q2		chunk		
bon-brev-p2-c5	5	apparatus:p223-9	p223-9	crossref	chain-continuation	d. 13. a. 1. q. 1	bon-sent-II-d13-a1-q1		chunk		
bon-brev-p2-c6	5	apparatus:p224-4	p224-4	crossref	logical	II. Sent. d. 3. p. I. a. 1. q. 1.	bon-sent-II-d3-p1-a1-q1		chunk		
bon-brev-p2-c6	5	apparatus:p224-5	p224-5	crossref	logical	I. Sent. d. 25. a. 1. q. 2.	bon-sent-I-d25-a1-q2		chunk		
bon-brev-p2-c6	5	apparatus:p224-5	p224-5	crossref	logical	II. Sent. d. 25. p. I. q. 1.	bon-sent-II-d25-p1-a1-q1		chunk		
bon-brev-p2-c6	5	apparatus:p224-6	p224-6	crossref	page	supra pag. 215, nota 4	bon-brev-p1-c6+bon-brev-p1-c7		page-multi		
bon-brev-p2-c6	5	apparatus:p224-7	p224-7	crossref	page	tom. II. pag. 50, nota 1	bon-sent-II-d1-p2-a3-q2		chunk		
bon-brev-p2-c6	5	apparatus:p224-7	p224-7	crossref	page	pag. 177, nota 5	bon-sent-II-d7-p1-a1-q1		chunk		
bon-brev-p2-c7	5	apparatus:p224-8	p224-8	crossref	logical	II. Sent. d. 3. p. II. a. 1.	bon-sent-II-d3-p2-a1-q1+bon-sent-II-d3-p2-a1-q2		articulus		
bon-brev-p2-c7	5	apparatus:p224-8	p224-8	crossref	relative	ibid. d. 5. a. 1.	bon-sent-II-d5-a1-q1+bon-sent-II-d5-a1-q2		articulus		
bon-brev-p2-c7	5	apparatus:p224-8	p224-8	crossref	relative	ibid. d. 6. a. 2.	bon-sent-II-d6-a2-q1+bon-sent-II-d6-a2-q2		articulus		
bon-brev-p2-c7	5	apparatus:p224-8	p224-8	crossref	relative	ibid. d. 8. p. II.	II:d8		distinctio		
bon-brev-p2-c7	5	apparatus:p225-1	p225-1	crossref	page	tom. II. pag. 113, nota 7	bon-sent-II-d3-p2-a1-q1		chunk		
bon-brev-p2-c7	5	apparatus:p225-4	p225-4	crossref	page	tom. III. pag. 493, nota 1	bon-sent-III-d23-a2-q3		chunk		
